candidate_id	chrom	start	end	strand	d0_umis	d0_cells	annotation_history_class	matched_primary_gene	overlapping_v49_added_genes	d1_discovery	polyasite	star_splice	support_count
D0_000314	chr19	18255709	18257095	-	243	117	unresolved			1	0	0	1
D0_000315	chr2	85310395	85314693	-	242	201	unresolved			1	1	0	2
D0_000316	chr13	20962201	20962943	+	242	215	unresolved			1	1	0	2
D0_000317	chr16	29507989	29516834	+	242	208	other_v49_added_gene		ENSG00000309168	1	0	0	1
D0_000318	chr6	14136982	14144839	+	241	154	preexisting_v49_gene_span			1	1	0	2
D0_000319	chr7	2533406	2537623	-	241	194	unresolved			1	1	0	2
D0_000320	chr4	141439438	141451481	+	239	141	unresolved			1	1	0	2
D0_000321	chr10	26573199	26577474	+	239	193	unresolved			1	1	0	2
D0_000322	chr14	35398647	35400234	+	238	154	unresolved			1	0	0	1
D0_000323	chr9	133018446	133019484	+	237	208	unresolved			1	1	0	2
D0_000324	chr19	14007048	14019415	+	237	170	primary_match	ENSG00000294667	ENSG00000294667	1	1	0	2
D0_000325	chr22	21885675	21909976	-	237	138	unresolved			1	1	0	2
D0_000326	chr10	102661020	102667972	+	236	162	preexisting_v49_gene_span			1	1	0	2
D0_000327	chr7	100438668	100443985	+	235	133	preexisting_v49_gene_span			1	1	0	2
D0_000328	chr1	96678759	96678873	-	234	207	unresolved			1	1	0	2
D0_000329	chr4	10117129	10119695	+	234	178	primary_match	ENSG00000289865	ENSG00000289865	1	1	0	2
D0_000330	chr3	101861023	101874310	+	233	162	preexisting_v49_gene_span			1	0	0	1
D0_000331	chr2	73745889	73748856	+	232	203	unresolved			1	0	0	1
D0_000332	chr17	22521349	22521476	+	232	207	other_v49_added_gene		ENSG00000310581	1	1	0	2
D0_000333	chr2	32325722	32356733	-	231	170	unresolved			1	1	1	3
D0_000334	chr2	218201407	218201683	+	231	196	unresolved			1	1	0	2
D0_000335	chr5	69636417	69636780	-	231	198	other_v49_added_gene		ENSG00000290560	1	0	0	1
D0_000336	chr7	2529270	2537800	+	231	168	unresolved			1	1	0	2
D0_000337	chr11	60171604	60172010	-	231	156	preexisting_v49_gene_span			1	1	0	2
D0_000338	chr15	77037505	77041401	+	231	193	unresolved			1	1	0	2
D0_000339	chr2	48516162	48527105	+	230	170	unresolved			1	1	0	2
D0_000340	chr5	71137514	71142734	-	229	186	other_v49_added_gene		ENSG00000296329	1	1	0	2
D0_000341	chr6	132818181	132827034	+	229	164	unresolved			1	1	0	2
D0_000342	chr7	150756074	150781660	-	228	141	primary_match	ENSG00000289470	ENSG00000289470	1	1	1	3
D0_000343	chr14	35395355	35401497	-	228	158	other_v49_added_gene		ENSG00000295095	1	1	0	2
D0_000344	chr1	26477817	26489922	-	227	122	unresolved			1	1	0	2
D0_000345	chr13	49634169	49649634	+	226	140	other_v49_added_gene		ENSG00000306766	1	1	0	2
D0_000346	chr7	74890778	74891878	+	225	184	other_v49_added_gene		ENSG00000304176	1	0	0	1
D0_000347	chr16	29372115	29377829	+	225	157	preexisting_v49_gene_span			1	0	0	1
D0_000348	chr6	57055667	57084762	+	224	169	preexisting_v49_gene_span			1	1	1	3
D0_000349	chr22	42373814	42380061	-	224	160	unresolved			1	1	0	2
D0_000350	chr7	30243773	30280354	-	223	149	other_v49_added_gene		ENSG00000297045	1	1	1	3
D0_000351	chr11	56691211	56691686	+	222	198	unresolved			1	1	0	2
D0_000352	chr11	128426294	128454025	-	222	141	other_v49_added_gene		ENSG00000296974	1	1	0	2
D0_000353	chr3	182922639	182934789	+	221	157	preexisting_v49_gene_span			1	1	0	2
D0_000354	chrX	65279647	65305262	+	220	105	preexisting_v49_gene_span			1	1	0	2
D0_000355	chr1	150721170	150728427	-	219	149	unresolved			1	1	0	2
D0_000356	chr5	76739249	76740172	+	219	52	unresolved			1	1	0	2
D0_000357	chr3	156823424	156825480	-	218	129	unresolved			1	1	0	2
D0_000358	chr5	69920947	69922978	+	217	196	other_v49_added_gene		ENSG00000295602	1	0	0	1
D0_000359	chr16	12651914	12659301	-	217	141	unresolved			1	1	0	2
D0_000360	chr1	120354742	120356000	+	216	155	preexisting_v49_gene_span			1	0	0	1
D0_000361	chr1	120910488	120912836	-	216	176	unresolved			1	1	0	2
D0_000362	chr5	172806317	172809157	+	216	172	primary_match	ENSG00000288737	ENSG00000290019,ENSG00000288737	1	1	0	2
D0_000363	chr15	78898144	78914626	+	216	180	preexisting_v49_gene_span			1	1	0	2
D0_000364	chr4	11373443	11373762	+	215	191	other_v49_added_gene		ENSG00000308608	1	1	0	2
D0_000365	chr5	151093584	151100058	-	215	185	unresolved			1	1	0	2
D0_000366	chr6	28894516	28896358	-	215	121	other_v49_added_gene		ENSG00000299124	1	1	0	2
D0_000367	chr9	89181655	89310802	-	215	151	other_v49_added_gene		ENSG00000309620	1	1	1	3
D0_000368	chr11	47596803	47617112	-	215	160	preexisting_v49_gene_span			1	1	0	2
D0_000369	chr1	110657067	110672453	-	214	177	preexisting_v49_gene_span			1	1	0	2
D0_000370	chr2	191696744	191701993	+	213	164	preexisting_v49_gene_span			1	1	0	2
D0_000371	chr10	23138373	23139772	+	213	191	unresolved			1	1	0	2
D0_000372	chr16	22539500	22543994	-	213	182	unresolved			1	0	0	1
D0_000373	chr19	52231446	52238334	+	212	151	other_v49_added_gene		ENSG00000302940	1	1	0	2
D0_000374	chr1	149173967	149175405	+	211	192	preexisting_v49_gene_span			1	1	0	2
D0_000375	chr1	204506519	204511047	+	211	175	unresolved			1	1	0	2
D0_000376	chr4	40247588	40257211	+	211	132	unresolved			1	1	1	3
D0_000377	chr19	35879806	35887435	-	210	156	unresolved			1	1	0	2
D0_000378	chr11	65446034	65454622	+	209	125	unresolved			1	1	0	2
D0_000379	chr19	35384098	35385192	+	209	185	unresolved			1	1	0	2
D0_000380	chr22	41929984	41938731	-	209	150	preexisting_v49_gene_span			1	1	0	2
D0_000381	chr3	10153333	10157478	+	208	182	preexisting_v49_gene_span			1	1	0	2
D0_000382	chr5	34926111	34929496	-	208	170	other_v49_added_gene		ENSG00000302970	1	1	0	2
D0_000383	chr5	69624160	69630025	-	207	171	primary_match	ENSG00000290560	ENSG00000290560	1	0	1	2
D0_000384	chr7	29782808	29782939	+	207	149	unresolved			0	0	0	0
D0_000385	chr17	68229149	68246189	+	207	156	other_v49_added_gene		ENSG00000308354	1	1	0	2
D0_000386	chr17	19188725	19189557	+	206	166	unresolved			1	0	0	1
D0_000387	chr3	138914258	138922254	-	205	182	other_v49_added_gene		ENSG00000294582	1	0	0	1
D0_000388	chr5	71214655	71214835	-	205	167	other_v49_added_gene		ENSG00000296329	1	0	0	1
D0_000389	chr15	88988759	88988936	-	204	181	unresolved			1	1	0	2
D0_000390	chr12	12696270	12699264	+	203	160	preexisting_v49_gene_span			1	0	0	1
D0_000391	chr12	31993110	32000219	+	203	166	preexisting_v49_gene_span			1	1	0	2
D0_000392	chr17	48874275	48874782	-	203	188	primary_match	ENSG00000293025	ENSG00000293025	1	1	0	2
D0_000393	chr17	74531722	74540734	-	203	151	preexisting_v49_gene_span			1	1	1	3
D0_000394	chr2	74184794	74186109	-	202	40	unresolved			1	0	0	1
D0_000395	chr3	36977391	36984759	-	202	142	unresolved			1	1	0	2
D0_000396	chr5	71211797	71213109	-	202	177	other_v49_added_gene		ENSG00000296329	1	0	0	1
D0_000397	chrX	56385530	56454791	+	202	132	unresolved			1	1	0	2
D0_000398	chr1	155935274	155941302	-	201	147	unresolved			1	1	1	3
D0_000399	chr14	55229681	55229953	+	201	181	unresolved			1	0	0	1
D0_000400	chr1	27886696	27891473	+	199	139	unresolved			1	1	0	2
D0_000401	chr1	152048388	152050380	+	199	138	preexisting_v49_gene_span			1	0	0	1
D0_000402	chr2	38741237	38743485	-	199	157	unresolved			1	1	0	2
D0_000403	chr4	73984923	73986423	-	199	75	other_v49_added_gene		ENSG00000288796	1	0	0	1
D0_000404	chr5	172829180	172834165	-	199	134	unresolved			1	0	0	1
D0_000405	chr21	26235551	26235886	-	199	131	other_v49_added_gene		ENSG00000289899	1	0	0	1
D0_000406	chr9	86283108	86286651	+	198	137	other_v49_added_gene		ENSG00000299358	1	1	0	2
D0_000407	chr12	111912983	111926659	+	198	113	unresolved			1	1	0	2
D0_000408	chr19	13154918	13157925	+	198	151	preexisting_v49_gene_span			1	1	0	2
D0_000409	chr19	36152935	36170287	+	198	133	other_v49_added_gene		ENSG00000294115	1	1	0	2
D0_000410	chrY	1382694	1386145	-	198	158	other_v49_added_gene		ENSG00000292334	1	0	0	1
D0_000411	chr4	102499520	102500822	-	197	142	preexisting_v49_gene_span			1	1	0	2
D0_000412	chr6	29890611	29895371	+	197	183	other_v49_added_gene		ENSG00000310469	1	1	0	2
D0_000413	chr2	113658694	113659245	+	196	177	unresolved			1	1	0	2
D0_000414	chr10	13302419	13306345	+	196	150	primary_match	ENSG00000306852	ENSG00000306852	1	1	0	2
D0_000415	chr9	107481065	107484832	-	195	130	unresolved			1	1	0	2
D0_000416	chr17	19062682	19063328	+	195	149	unresolved			1	0	0	1
D0_000417	chr19	54602381	54606023	+	195	147	unresolved			1	1	0	2
D0_000418	chr21	33360364	33362308	-	195	143	unresolved			1	0	0	1
D0_000419	chr19	7472567	7476277	+	193	156	unresolved			1	1	0	2
D0_000420	chr12	3778235	3790621	-	192	136	unresolved			1	0	0	1
D0_000421	chr12	9139493	9145208	+	192	136	other_v49_added_gene		ENSG00000309149	1	1	0	2
D0_000422	chr14	22516352	22525230	+	192	130	preexisting_v49_gene_span			1	1	0	2
D0_000423	chr17	8134902	8140319	-	192	110	unresolved			1	1	0	2
D0_000424	chr22	43015383	43019390	+	192	135	preexisting_v49_gene_span			1	1	0	2
D0_000425	chr12	49780393	49790139	-	191	139	unresolved			1	1	0	2
D0_000426	chr19	4868223	4877567	-	191	137	unresolved			1	0	0	1
D0_000427	chr21	29002259	29004244	+	191	153	primary_match	ENSG00000308572	ENSG00000308572	1	1	0	2
D0_000428	chr1	157786220	157794339	-	190	134	preexisting_v49_gene_span			1	1	0	2
D0_000429	chr1	159904911	159915208	-	190	140	preexisting_v49_gene_span			1	1	0	2
D0_000430	chr1	204558289	204573229	+	190	150	unresolved			1	1	0	2
D0_000431	chr6	32981516	32998063	+	190	121	unresolved			1	1	0	2
D0_000432	chr11	2318405	2325502	+	190	145	preexisting_v49_gene_span			1	0	0	1
D0_000433	chr22	42615909	42617509	+	189	151	preexisting_v49_gene_span			1	0	0	1
D0_000434	chrX	16717790	16719455	-	189	141	unresolved			1	0	0	1
D0_000435	chr9	35758802	35767078	+	188	143	unresolved			1	1	0	2
D0_000436	chr11	507313	512156	+	188	148	unresolved			1	1	0	2
D0_000437	chr1	39047854	39067122	+	187	137	unresolved			1	1	0	2
D0_000438	chr1	108088686	108125122	+	187	116	unresolved			1	1	0	2
D0_000439	chr8	124295365	124301178	-	187	137	unresolved			1	1	0	2
D0_000440	chr2	23709092	23720978	-	186	150	unresolved			1	1	0	2
D0_000441	chr10	3769676	3775965	-	186	140	other_v49_added_gene		ENSG00000303616	1	1	0	2
D0_000442	chr17	19100860	19103029	-	186	146	preexisting_v49_gene_span			1	0	0	1
D0_000443	chr4	153705734	153710043	+	185	132	preexisting_v49_gene_span			1	0	0	1
D0_000444	chr16	29416481	29425774	+	185	156	unresolved			1	1	0	2
D0_000445	chr9	66288548	66295250	+	184	143	other_v49_added_gene		ENSG00000294531	1	1	0	2
D0_000446	chr17	41108214	41115973	+	184	83	primary_match	ENSG00000295967	ENSG00000295967	1	1	0	2
D0_000447	chr1	148706003	148712319	-	183	136	other_v49_added_gene		ENSG00000301213	1	0	0	1
D0_000448	chr1	150629813	150632913	+	183	135	other_v49_added_gene		ENSG00000288880	1	1	0	2
D0_000449	chr1	203288830	203291006	-	183	156	primary_match	ENSG00000288925	ENSG00000288925	1	1	0	2
D0_000450	chr7	25110545	25119994	-	182	136	preexisting_v49_gene_span			1	1	0	2
D0_000451	chr10	95697656	95705917	+	182	97	unresolved			1	0	0	1
D0_000452	chr16	2531425	2537523	-	182	151	other_v49_added_gene		ENSG00000307949	1	1	0	2
D0_000453	chr19	19628934	19629352	+	182	146	unresolved			1	0	0	1
D0_000454	chr20	45080061	45085497	+	182	152	preexisting_v49_gene_span			1	1	0	2
D0_000455	chr1	9625276	9647043	+	181	140	preexisting_v49_gene_span			1	1	0	2
D0_000456	chr1	224010612	224018205	+	181	118	primary_match	ENSG00000290989	ENSG00000290989	1	1	0	2
D0_000457	chr2	86492795	86503273	-	181	121	unresolved			1	1	0	2
D0_000458	chr5	71152070	71160534	-	181	154	primary_match	ENSG00000296329	ENSG00000296329	1	1	0	2
D0_000459	chr3	46910819	46921101	-	180	134	preexisting_v49_gene_span			1	1	0	2
D0_000460	chr16	87404934	87406076	+	180	146	preexisting_v49_gene_span			1	1	0	2
D0_000461	chrX	56508682	56550421	+	179	94	unresolved			1	0	0	1
D0_000462	chr1	149851624	149852456	+	178	148	primary_match	ENSG00000288859	ENSG00000288859	1	1	0	2
D0_000463	chr1	228114622	228114835	-	178	160	unresolved			1	1	0	2
D0_000464	chr2	84966853	84970961	-	178	153	other_v49_added_gene		ENSG00000290085	1	1	0	2
D0_000465	chr2	85105123	85118041	+	178	143	unresolved			1	0	0	1
D0_000466	chr3	169772224	169772799	-	178	140	primary_match	ENSG00000300864	ENSG00000300864	1	1	0	2
D0_000467	chr10	68952409	68956152	-	178	111	unresolved			1	1	0	2
D0_000468	chrX	107670990	107678017	+	178	139	other_v49_added_gene		ENSG00000308704	1	0	0	1
D0_000469	chr1	150589608	150599932	-	177	137	unresolved			1	1	0	2
D0_000470	chr5	42949916	42955933	+	177	126	primary_match	ENSG00000300760	ENSG00000300760,ENSG00000300786,ENSG00000300695	1	1	0	2
D0_000471	chr7	77640507	77657629	+	177	128	unresolved			1	1	1	3
D0_000472	chr1	151269317	151273255	-	176	158	unresolved			1	1	0	2
D0_000473	chr1	193254861	193268017	+	176	147	preexisting_v49_gene_span			1	1	0	2
D0_000474	chr11	102315578	102317256	-	176	129	primary_match	ENSG00000288528	ENSG00000288528	1	1	0	2
D0_000475	chr1	171470042	171484526	+	175	122	unresolved			1	0	0	1
D0_000476	chr3	138644933	138652658	-	175	127	preexisting_v49_gene_span			1	1	0	2
D0_000477	chr1	134841	135101	-	174	150	primary_match	ENSG00000308579	ENSG00000308579	1	0	0	1
D0_000478	chr5	69983114	69986751	+	174	160	other_v49_added_gene		ENSG00000295602	1	0	0	1
D0_000479	chr1	145984158	145991383	+	173	124	unresolved			1	0	0	1
D0_000480	chr2	237103407	237113254	+	173	132	unresolved			1	1	0	2
D0_000481	chr10	68543972	68544236	-	173	163	unresolved			1	1	0	2
D0_000482	chr12	65166856	65169464	-	173	133	primary_match	ENSG00000289319	ENSG00000289319	1	1	0	2
D0_000483	chr1	90906986	90915122	-	172	139	unresolved			1	1	0	2
D0_000484	chr1	148699504	148702548	-	172	135	other_v49_added_gene		ENSG00000301213	1	0	0	1
D0_000485	chr9	94302631	94314637	+	172	145	preexisting_v49_gene_span			1	1	0	2
D0_000486	chr21	15890456	15895527	+	172	137	unresolved			1	1	0	2
D0_000487	chrX	47509776	47511659	-	172	149	other_v49_added_gene		ENSG00000310113	1	1	0	2
D0_000488	chr1	175923544	175944735	-	171	110	unresolved			1	1	0	2
D0_000489	chr9	40963884	40972571	-	171	143	primary_match	ENSG00000290923	ENSG00000290923	1	1	0	2
D0_000490	chr16	11531047	11546509	+	171	133	unresolved			1	1	0	2
D0_000491	chr1	88993081	88998153	+	170	129	other_v49_added_gene		ENSG00000307222	1	1	0	2
D0_000492	chr1	146317079	146321150	-	170	160	other_v49_added_gene		ENSG00000290578	1	1	0	2
D0_000493	chr6	26020907	26023403	+	170	136	preexisting_v49_gene_span			1	1	0	2
D0_000494	chr6	73509887	73515586	+	170	139	unresolved			1	1	0	2
D0_000495	chr7	66984021	66987679	-	170	125	unresolved			1	1	0	2
D0_000496	chr10	80145444	80150460	-	170	145	unresolved			1	1	0	2
D0_000497	chr17	81860654	81864793	+	170	139	primary_match	ENSG00000293751	ENSG00000293751	1	1	0	2
D0_000498	chr6	27137498	27138586	-	169	132	preexisting_v49_gene_span			1	1	0	2
D0_000499	chr11	62845268	62851982	-	169	95	preexisting_v49_gene_span			1	1	0	2
D0_000500	chr22	26516388	26521944	-	169	120	unresolved			1	1	0	2
D0_000501	chr1	178599789	178625622	+	168	104	unresolved			1	1	1	3
D0_000502	chr1	204512808	204516285	-	168	128	unresolved			1	0	0	1
D0_000503	chr5	131406433	131413445	+	168	132	unresolved			1	1	0	2
D0_000504	chr7	140924939	140927266	+	168	142	other_v49_added_gene		ENSG00000295818	1	1	0	2
D0_000505	chr2	32316811	32321626	+	167	129	unresolved			1	1	0	2
D0_000506	chr2	203235823	203238835	-	167	134	primary_match	ENSG00000289294	ENSG00000289294	1	1	0	2
D0_000507	chr5	151725526	151738768	-	167	138	preexisting_v49_gene_span			1	1	0	2
D0_000508	chr18	11639759	11643239	-	167	152	other_v49_added_gene		ENSG00000291183	1	0	0	1
D0_000509	chr20	63628910	63638760	+	167	99	unresolved			1	1	0	2
D0_000510	chr12	7902924	7918592	+	166	95	other_v49_added_gene		ENSG00000290484	1	1	1	3
D0_000511	chr12	25386389	25389395	+	166	140	primary_match	ENSG00000289928	ENSG00000289928	1	1	0	2
D0_000512	chr1	27922821	27922931	-	165	117	unresolved			0	0	0	0
D0_000513	chr12	94755482	94794776	-	165	87	other_v49_added_gene		ENSG00000298041,ENSG00000303924	1	1	1	3
D0_000514	chr14	21190054	21199766	-	165	128	unresolved			1	1	0	2
D0_000515	chr21	15896952	15906503	+	165	115	unresolved			1	1	0	2
D0_000516	chr1	198760769	198767369	+	164	127	unresolved			1	0	0	1
D0_000517	chr1	244047383	244048256	-	164	147	primary_match	ENSG00000289055	ENSG00000289055	1	1	0	2
D0_000518	chr9	4944534	4944667	-	164	148	unresolved			1	1	0	2
D0_000519	chr13	65483305	65787857	-	164	144	unresolved			1	1	0	2
D0_000520	chr18	62312230	62322601	+	164	122	unresolved			1	1	0	2
D0_000521	chr20	5540544	5543805	-	164	125	unresolved			1	0	0	1
D0_000522	chr1	149870932	149884436	-	163	99	unresolved			1	1	0	2
D0_000523	chr10	32892427	32900054	-	163	111	preexisting_v49_gene_span			1	1	0	2
D0_000524	chr11	65467234	65481075	-	163	128	primary_match	ENSG00000289259	ENSG00000289259,ENSG00000289883	1	1	0	2
D0_000525	chr12	11204142	11208923	+	163	124	unresolved			1	1	0	2
D0_000526	chr3	96351176	96352146	+	162	150	unresolved			1	1	0	2
D0_000527	chr7	73280395	73283521	-	162	142	other_v49_added_gene		ENSG00000290839	1	0	0	1
D0_000528	chr1	226072301	226082540	+	161	121	preexisting_v49_gene_span			1	1	0	2
D0_000529	chr2	98595795	98598971	+	161	129	unresolved			1	1	0	2
D0_000530	chr3	129168045	129168982	+	161	141	unresolved			1	0	0	1
D0_000531	chr8	37851898	37858244	-	161	98	unresolved			1	1	0	2
D0_000532	chr12	54548267	54549363	+	161	131	unresolved			1	0	0	1
D0_000533	chr19	8262758	8268686	+	160	134	preexisting_v49_gene_span			1	1	0	2
D0_000534	chr19	14611388	14618732	-	160	120	preexisting_v49_gene_span			1	1	1	3
D0_000535	chr22	41413437	41426392	+	160	120	other_v49_added_gene		ENSG00000301754	1	1	0	2
D0_000536	chr2	26137625	26140172	+	159	139	preexisting_v49_gene_span			1	1	0	2
D0_000537	chr2	32336187	32344383	+	159	120	unresolved			1	0	0	1
D0_000538	chr6	30494262	30500008	+	159	117	unresolved			1	1	0	2
D0_000539	chr12	106347575	106349388	-	159	136	unresolved			1	1	0	2
D0_000540	chr13	40703218	40728911	-	159	103	other_v49_added_gene		ENSG00000309452	1	1	0	2
D0_000541	chr10	46210477	46217023	-	158	130	other_v49_added_gene		ENSG00000299562	1	1	0	2
D0_000542	chr11	107287207	107293974	-	158	130	unresolved			1	1	0	2
D0_000543	chr17	51120988	51124543	+	158	129	primary_match	ENSG00000308112	ENSG00000308112	1	1	0	2
D0_000544	chr2	231604882	231608105	+	157	100	other_v49_added_gene		ENSG00000301504	1	1	0	2
D0_000545	chr11	127940242	127941822	-	157	145	other_v49_added_gene		ENSG00000307057	1	1	0	2
D0_000546	chr14	92689320	92690245	-	157	130	unresolved			1	0	0	1
D0_000547	chr4	38785124	38790301	-	156	115	preexisting_v49_gene_span			1	1	0	2
D0_000548	chr6	24719998	24720893	-	156	131	preexisting_v49_gene_span			1	1	0	2
D0_000549	chr10	97321945	97331767	+	156	134	unresolved			1	1	0	2
D0_000550	chr14	22497744	22500949	+	156	100	preexisting_v49_gene_span			1	1	0	2
D0_000551	chr17	77957709	77959238	+	156	125	preexisting_v49_gene_span			1	0	0	1
D0_000552	chr2	97739978	97740527	+	155	125	preexisting_v49_gene_span			1	1	0	2
D0_000553	chr11	67443976	67444888	-	155	134	unresolved			1	0	0	1
D0_000554	chr19	14071237	14071372	+	155	149	unresolved			1	0	0	1
D0_000555	KI270442.1	344004	352237	-	155	145	unresolved			1	0	0	1
D0_000556	chr1	2547489	2549643	+	154	113	preexisting_v49_gene_span			1	0	0	1
D0_000557	chr1	15829081	15834466	-	154	134	preexisting_v49_gene_span			1	1	0	2
D0_000558	chr3	57566902	57571152	+	154	132	preexisting_v49_gene_span			1	1	0	2
D0_000559	chr12	25383014	25388464	-	154	134	preexisting_v49_gene_span			1	1	0	2
D0_000560	chr21	15881319	15889418	+	154	133	unresolved			1	1	0	2
D0_000561	chr1	52609273	52631409	+	153	116	unresolved			1	1	0	2
D0_000562	chr2	43208600	43219848	-	153	116	preexisting_v49_gene_span			1	1	1	3
D0_000563	chr9	97893359	97904455	-	153	119	preexisting_v49_gene_span			1	1	0	2
D0_000564	chr11	508232	512368	-	153	129	unresolved			1	0	0	1
D0_000565	chr11	62842225	62851351	+	153	92	preexisting_v49_gene_span			1	1	0	2
D0_000566	chr12	11256903	11265656	+	152	110	unresolved			1	1	0	2
D0_000567	chr2	61754907	61764351	-	151	120	primary_match	ENSG00000289410	ENSG00000289410	1	1	0	2
D0_000568	chr5	179610120	179614166	-	151	122	unresolved			1	1	0	2
D0_000569	chr6	7063797	7081882	+	151	97	other_v49_added_gene		ENSG00000309350	1	1	0	2
D0_000570	chr7	150693655	150705922	+	151	112	unresolved			1	1	0	2
D0_000571	chr9	85849562	85869688	+	151	105	other_v49_added_gene		ENSG00000290924,ENSG00000289214	1	1	0	2
D0_000572	chr22	41446944	41454319	+	151	121	other_v49_added_gene		ENSG00000289841	1	1	0	2
D0_000573	chr6	42195131	42203844	-	150	114	unresolved			1	1	0	2
D0_000574	chrY	20926351	20938509	+	150	72	unresolved			1	0	0	1
D0_000575	chr1	228109480	228113719	+	149	124	unresolved			1	1	0	2
D0_000576	chr2	142873610	142876027	+	149	106	primary_match	ENSG00000303865	ENSG00000303865	1	0	0	1
D0_000577	chr4	87894099	87894304	+	149	132	unresolved			1	1	0	2
D0_000578	chr5	77995189	78000493	-	149	121	preexisting_v49_gene_span			1	1	0	2
D0_000579	chr5	119249253	119255108	+	149	118	unresolved			1	1	0	2
D0_000580	chr9	127790920	127794272	+	149	132	unresolved			1	1	0	2
D0_000581	chr10	17237597	17241612	+	149	109	unresolved			1	1	0	2
D0_000582	chr15	92810089	92811389	+	149	111	other_v49_added_gene		ENSG00000306297	1	1	0	2
